name,href,years,imdb_description,pg_rating,imdb_genre_tags,imdb_rating,num_votes,img_thumbnail,tmdb_id,tmdb_name,original_name,original_language,origin_country,tmdb_popularity,tmdb_vote_average,tmdb_vote_count,first_air_date,tmdb_adult_content,tmdb_poster_path,tmdb_overview,tmdb_tagline,tmdb_genres,tv_networks,tmdb_keywords,is_anime
Ghosts,/title/tt8594324/,(2019–2023),"A group of spirits restlessly squabble in an abandoned country house. To their despair, a young couple inherits the house with hopeful plans to renovate it into a luxury hotel.",TV-14,"Comedy, Fantasy",8.3,19492,"https://m.media-amazon.com/images/M/MV5BZWQyYmE4MGItOWZjNy00OTQxLWE2MDYtNDY4ZmEwY2M4YzQ4XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UX67_CR0,0,67,98_AL_.jpg",17174.0,Ghosts,Ghosts,en,['GB'],20.331,8.019,105.0,2019-04-15,False,/3Xz4JtqISyVCKct96O94k4Mz5sU.jpg,"A cash-strapped young couple inherits a grand country house, only to find it is both falling apart and teeming with the ghosts of former inhabitants.",It's a live-in nightmare.,"Comedy, Sci-Fi & Fantasy",BBC One,"world war ii, supernatural, haunted house, mansion, historical fiction, ghost, closeted homosexual, found family, lgbt interest, british comedy",0
Who Is America?,/title/tt8679236/,(2018),Sacha Baron Cohen offers his take on America's patriotism.,TV-MA,Comedy,8.3,19491,"https://m.media-amazon.com/images/M/MV5BYmVkMmMzMzYtMjU0ZS00OTY5LThlMTctZDg1OWNhMTAzZTMzXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_UX67_CR0,0,67,98_AL_.jpg",80730.0,Who Is America?,Who Is America?,en,['US'],7.43,7.338,102.0,2018-07-15,False,/c9mfeInTpaaft7FzbeAdTj1eCAt.jpg,"A satirical half-hour series from comedian Sacha Baron Cohen exploring the diverse individuals, from the infamous to the unknown across the political and cultural spectrum, who populate our unique nation.",,"Comedy, News",Showtime,,0
Workin' Moms,/title/tt6143796/,(2017–2023),"Four very different thirtysomething working-mother friends try to balance their jobs, family lives, and love lives in modern-day Toronto, Canada.",TV-MA,"Comedy, Drama",7.8,19247,"https://m.media-amazon.com/images/M/MV5BOWVkZTA3ZWUtYmExNy00MDQyLWE2MTYtMmY1NGY4MGU3MTFhXkEyXkFqcGdeQXVyMTA3MzQ4MTc0._V1_UX67_CR0,0,67,98_AL_.jpg",69555.0,Workin' Moms,Workin' Moms,en,['CA'],31.413,7.5,61.0,2017-01-10,False,/1TJkVKx7IeLadTFxOpUN3QEGI7Z.jpg,"Four women juggle love, careers, and parenthood. They support, challenge, and try not to judge each other as life throws them curveballs. Whether it is an identity crisis, a huge job opportunity, postpartum depression, or an unplanned pregnancy  they face both the good and bad with grace and humour.",,Comedy,CBC Television,"work, mother, parenthood, sitcom, workplace comedy",0
Kidding,/title/tt7375404/,(2018–2020),"Jeff, a famous children's television icon, struggles to retain his sanity as his family falls apart.",TV-MA,"Comedy, Drama",8.0,19240,"https://m.media-amazon.com/images/M/MV5BMmZhYTBkYmQtMTEwZS00YjZjLWExY2YtMGQ2OWYzM2JhNjkwXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_UX67_CR0,0,67,98_AL_.jpg",73925.0,Kidding,Kidding,en,['US'],20.12,7.634,243.0,2018-09-09,False,/oYqvxrvN5PVd4Kvp46LnXVl42nW.jpg,"Jeff, aka Mr. Pickles, is an icon of children's TV. But when his family begins to implode, Jeff finds no fairy tale or fable or puppet will guide him through this crisis, which advances faster than his means to cope. The result: a kind man in a cruel world faces a slow leak of sanity as hilarious as it is heartbreaking.",Hi. Cruel world.,"Drama, Comedy",Showtime,,0
Police Squad!,/title/tt0083466/,(1982),"Sight gags, puns and non-sequiturs abound as bumbling Sgt. Det. Lt. Frank Drebin and his colleagues at Police Squad solve various puzzling cases.",TV-PG,"Comedy, Crime",8.4,19206,"https://m.media-amazon.com/images/M/MV5BNWQ5Y2U3MDItNDY2Yy00NWJmLTkzODItNjg0MDg4MDVjYzQzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR1,0,67,98_AL_.jpg",6024.0,Police Squad!,Police Squad!,en,['US'],11.139,7.9,283.0,1982-03-04,False,/Aqe4AEkVOHyt942WnyGYhiglUdT.jpg,"In this cult parody of cop dramas, replete with farce and sight gags, Lieutenant Frank Drebin and his fellow officers from Police Squad bungle their way though crime investigations.",,"Comedy, Crime",ABC,"satire, parody",0
Melissa & Joey,/title/tt1597420/,(2010–2015),"After a family scandal leaves Mel, a local politician, in charge of her niece and nephew, she hires a man named Joe to become the family's male nanny, or ""manny"".",TV-14,"Comedy, Romance",7.0,19197,"https://m.media-amazon.com/images/M/MV5BMjVjNDMwNmYtNWU0OS00Y2RkLTg4ZTctM2FkZmIwOWUxYzg2XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_UY98_CR3,0,67,98_AL_.jpg",31936.0,Melissa & Joey,Melissa & Joey,en,['US'],21.314,6.949,89.0,2010-08-17,False,/4Jju36sQpOTnMICesTDsenOREK9.jpg,"Mel is a local politician from a political family. When a family scandal leaves her niece, Lennox, and nephew, Ryder, without their parents, Mel takes them in. She hires Joe to become the family's male nanny, or ""manny,"" after a Ponzi scheme leaves him broke.",A good manny is hard to find.,"Drama, Comedy",ABC Family,"nanny, ohio, family, city council, sitcom, child care",0
Garth Marenghi's Darkplace,/title/tt0397150/,(2004),"This parody series is an unearthed 80s horror/drama, complete with poor production values, awful dialogue and hilarious violence. The series is set in a Hospital in Romford, which is situated over the gates of Hell.",TV-MA,"Comedy, Fantasy, Horror",8.5,19161,"https://m.media-amazon.com/images/M/MV5BNWMxMjRjOTktNjA0My00MTA1LTlkMGItY2Q4MWFkOTk1NTMzXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_UY98_CR1,0,67,98_AL_.jpg",205.0,Garth Marenghi's Darkplace,Garth Marenghi's Darkplace,en,['GB'],7.679,7.932,103.0,2004-01-29,False,/6ojBX7UKWN4ChVeJvHMwmMCdIiH.jpg,"When the Hellmouth opens beneath Darkplace Hospital in downtown Romford, kiddy doctor, Vietnam veteran and ex-warlock Dr. Rick Dagless M.D. is the only man who can close it. Joined by best buddy Dr. Lucien Sanchez, fiery hospital boss Thornton Reed, and woman Liz Asher, Dagless must fight the forces of Darkness while dealing with the burden of day-to-day admin. From the chilling pen of best-selling horror writer Garth Marenghi comes this lost masterpiece of televisual terror. Dare you enter Garth's Darkplace?",,"Comedy, Mystery, Action & Adventure, Sci-Fi & Fantasy",Channel 4,"dark comedy, parody, spoof, hospital, horror spoof, 1980s",0
"Love, Victor",/title/tt10166602/,(2020–2022),"Victor is a new student at Creekwood High School on his own journey of self-discovery, facing challenges at home, adjusting to a new city, and struggling with his sexual orientation.",TV-14,"Comedy, Drama, Romance",8.0,19155,"https://m.media-amazon.com/images/M/MV5BZmJmMmVjNTUtN2FjZi00YzdmLWJmMGMtNTQ4MmUwYmZmYmEwXkEyXkFqcGdeQXVyMTU5OTc2NTk@._V1_UY98_CR5,0,67,98_AL_.jpg",97186.0,"Love, Victor","Love, Victor",en,['US'],55.612,8.622,1433.0,2020-06-17,False,/xnZYv0myYIhKW0iPDTh697n5qu0.jpg,"Victor is a new student at Creekwood High School on his own journey of self-discovery, facing challenges at home, adjusting to a new city, and struggling with his sexual orientation. When it all seems too much, he reaches out to Simon to help him navigate the ups and downs of high school.",One last chance to feel the love.,"Comedy, Drama","Hulu, Disney+","coming out, high school, male friendship, sequel, coming of age, in the closet, spin off, lgbt, lgbt teen, male protagonist, sapphic",0
Family Ties,/title/tt0083413/,(1982–1989),"Chronicles liberal ex-hippies Steven and Elyse Keaton, their conservative son Alex, daughters Mallory and Jennifer, and later, youngest child Andrew.",TV-G,"Comedy, Drama, Family",7.2,18957,"https://m.media-amazon.com/images/M/MV5BMTk1NDc3Mjc2OV5BMl5BanBnXkFtZTcwMDc4MzA1MQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",496.0,Family Ties,Family Ties,en,['US'],28.022,7.404,178.0,1982-09-22,False,/3JVBzBToscU4uCyA67piI1RNarz.jpg,"Former 1960s flower children Steven and Elyse Keaton raise their conservative son Alex, daughters Mallory and Jennifer, and later, youngest child Andrew.",,Comedy,NBC,"conservatism, us republican party, family, democrat, sexual liberation, sitcom, 1980s, liberalism",0
Please Like Me,/title/tt2155025/,(2013–2016),"Twenty something Josh is going through a number of big changes as he navigates his first decade of adulthood. After being dumped by his girlfriend, he comes to the realization that he is gay.",TV-MA,"Comedy, Drama, Romance",8.5,18797,"https://m.media-amazon.com/images/M/MV5BZGI1NDA1NzUtZjYxZS00NGVjLWJmODYtMWQyYjhjNzdiYzNjXkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_UY98_CR1,0,67,98_AL_.jpg",61350.0,Please Like Me,Please Like Me,en,['AU'],12.213,7.724,96.0,2013-02-28,False,/wp2P1El7POTv5vqdQFKmMofnObE.jpg,"After breaking up with his girlfriend, Josh comes to the realization that he is homosexual. With the support of his now ex girlfriend Claire, and his best friend and house mate Tom, Josh must help his mother with her battle with depression and the rest of his family embrace his new found lifestyle.",,"Drama, Comedy","ABC Comedy, ABC TV","australia, depression, roommate, best friend, lgbt, young adult, gay",0
Body of Proof,/title/tt1587669/,(2011–2013),Medical examiner Megan Hunt's unique approach to solving crimes puts her at odds with her superiors.,TV-14,"Comedy, Crime, Drama",7.1,18796,"https://m.media-amazon.com/images/M/MV5BMjAxNzkzOTkwM15BMl5BanBnXkFtZTcwNTMyNzkxNQ@@._V1_UY98_CR0,0,67,98_AL_.jpg",32708.0,Body of Proof,Body of Proof,en,['US'],21.16,6.982,113.0,2011-03-29,False,/nZaJymzkQeJPsqv3vm7Ok7iRenr.jpg,"Dr. Megan Hunt was in a class of her own, a brilliant neurosurgeon at the top of her game. But her world is turned upside down when a devastating car accident puts an end to her time in the operating room. Megan resumes her career as a medical examiner, determined to solve the puzzle of who or what killed the victims.",Get away with murder? Over her dead bodies.,"Drama, Comedy, Crime, Mystery",ABC,"philadelphia, pennsylvania, forensic, murder investigation, medical examination, dramedy, medical",0
Girlboss,/title/tt5706996/,(2017),"Sophia, a misfit, discovers a passion for fashion, becoming an unlikely businesswoman in the process. As her business grows, however, she has to learn to cope with life as her own boss. This show is loosely based on the true story of Nasty Gal Founder, Sophia Amoruso.",TV-MA,Comedy,7.0,18785,"https://m.media-amazon.com/images/M/MV5BMTgzMzU5ODIxN15BMl5BanBnXkFtZTgwNzI4ODE5MTI@._V1_UX67_CR0,0,67,98_AL_.jpg",65856.0,Girlboss,Girlboss,en,['US'],10.988,6.578,115.0,2017-04-21,False,/w60XVdh93UU9k7yyXFItnZkVA5y.jpg,"Sophia is a rebellious, broke anarchist who refuses to grow up. She stumbles upon her passion of selling vintage clothes online and becomes an unlikely businesswoman. As she builds her retail fashion empire, she realizes the value and the difficulty of being the boss of her own life.",,Comedy,Netflix,"slacker, business, based on memoir or autobiography, entrepreneur",0
Ned's Declassified School Survival Guide,/title/tt0405576/,(2004–2007),Ned Bigby shares his advice on how to survive middle school.,TV-G,"Comedy, Family",7.4,18618,"https://m.media-amazon.com/images/M/MV5BMjE2MzE0NDE0MV5BMl5BanBnXkFtZTcwNjkyMDQ1MQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",1600.0,Ned's Declassified School Survival Guide,Ned's Declassified School Survival Guide,en,['US'],37.761,8.526,880.0,2004-09-07,False,/nmQJ1vR8fOhDHFriYrkImnGNz26.jpg,"The whacky adventures of Ned Bigby and his best pals Moze and Cookie at James K. Polk Middle School, as ""every-kid"" Ned shatters the fourth wall to share tips and tricks on navigating middle school or junior high hurdles. Ned's not super cool, and he has no superpowers. He is, however, witty, well-groomed, upbeat and self-aware. Moreover, with more than a little help from his two best friends, he's equipped to conquer middle school minefields. From crushing bullies to crushes, from off- the-wall, mean and cool teachers to pop quizzes, elections and detentions, Ned knows that nothing, including the seventh grade, is as bad as it seems, and friendship matters most.",,"Family, Comedy",Nickelodeon,"friendship, breaking the fourth wall, school, sitcom",0
Fresh Meat,/title/tt2058303/,(2011–2016),"A comedy that follows a group of six students about to embark on the most exciting period of their lives so far, university.",TV-MA,"Comedy, Drama",7.8,18589,"https://m.media-amazon.com/images/M/MV5BZGVhOTQ4YTktM2JkMy00MDlmLWI0NmQtMmUxMWU4MWJmNTExXkEyXkFqcGdeQXVyNjg0NTcxMTg@._V1_UX67_CR0,0,67,98_AL_.jpg",40632.0,Fresh Meat,Fresh Meat,en,['GB'],12.635,7.188,80.0,2011-09-21,False,/hXYuLWNrUIOt7j2BGruBS4JnCc9.jpg,A group of six students about to embark on the most exciting period of their lives so far: university!,,"Drama, Comedy",Channel 4,"england, roommate, college, university, sitcom, young adult, manchester, england",0
The Tonight Show Starring Jimmy Fallon,/title/tt3444938/,(2014– ),"Jimmy Fallon hosts the Tonight Show and interviews celebrities, plays games with them and has a musical or comedic guest perform.",TV-14,"Comedy, Music, Talk-Show",7.1,18500,"https://m.media-amazon.com/images/M/MV5BNjAyMDJhZjMtNTkzOS00ZjYzLTlkNjktOTNhMWU4Njg5ZTIyXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_UX67_CR0,0,67,98_AL_.jpg",59941.0,The Tonight Show Starring Jimmy Fallon,The Tonight Show Starring Jimmy Fallon,en,['US'],71.964,6.032,217.0,2014-02-17,False,/2ItOtzcGlBT39b3xYkmYi82pp9r.jpg,"After Jay Leno's second retirement from the program, Jimmy Fallon stepped in as his permanent replacement. After 42 years in Los Angeles the program was brought back to New York.",Tonight's just getting started.,"Comedy, Talk",NBC,"new york city, games, celebrity, audience, late-night show",0
Late Night with Conan O'Brien,/title/tt0106052/,(1993–2009),"Conan O'Brien, a Harvard Lampoon alumnus, hosts this late-night comedy/talk-show, which is often silly and whimsical.",TV-14,"Comedy, Music, Talk-Show",8.2,18470,"https://m.media-amazon.com/images/M/MV5BMjlmMmIyZjEtOThmZC00YjE5LTlhMWMtM2M5YzNmNjZhZjRiXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_UX67_CR0,0,67,98_AL_.jpg",4573.0,Late Night with Conan O'Brien,Late Night with Conan O'Brien,en,['US'],27.506,7.057,115.0,1993-09-13,False,/gJZ1rhLLFpatuAeylJoUI82DKC7.jpg,"Late Night with Conan O'Brien is an American late-night talk show hosted by Conan O'Brien that aired 2,725 episodes on NBC between 1993 and 2009. The show featured varied comedic material, celebrity interviews, and musical and comedy performances. Late Night aired weeknights at 12:37 am Eastern/11:37 pm Central and 12:37 am Mountain in the United States. From 1993 until 2000, Andy Richter served as O'Brien's sidekick; following his departure, O'Brien was the show's sole featured performer. The show's house musical act was The Max Weinberg 7, led by E Street Band drummer Max Weinberg.

The second incarnation of NBC's Late Night franchise, O'Brien's debuted in 1993 after David Letterman, who hosted the first incarnation of Late Night, moved to CBS to host Late Show opposite The Tonight Show. In 2004, as part of a deal to secure a new contract, NBC announced that O'Brien would leave Late Night in 2009 to succeed Jay Leno as the host of The Tonight Show. Jimmy Fallon began hosting his version of Late Night on March 2, 2009.",,"Comedy, Talk",NBC,"talk show, late-night show",0
The Drew Carey Show,/title/tt0111945/,(1995–2004),A sitcom about Drew's personal and professional life.,TV-PG,Comedy,6.9,18459,"https://m.media-amazon.com/images/M/MV5BOTY3YzZmN2EtOWE2NC00N2FhLWE4ZDAtMTVhNTAzNTc0ZDdkXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UX67_CR0,0,67,98_AL_.jpg",97.0,The Drew Carey Show,The Drew Carey Show,en,['US'],25.684,6.603,117.0,1995-09-13,False,/nkg8zTDmHKau54dJechoLdzgTsh.jpg,"Drew is an assistant director of personnel in a Cleveland department store and he has been stuck there for ten years. Other than fighting with co-worker Mimi, his hobbies include drinking beer and not being able to get dates. To make a few extra bucks he has a micro-brewery going in his garage with his buddies.",,Comedy,"ABC, The WB","department store, sitcom, workplace comedy",0
Young Rock,/title/tt11639952/,(2021– ),A look at the formative years of superstar Dwayne 'The Rock' Johnson as he grows up through life.,TV-PG,Comedy,7.9,18155,"https://m.media-amazon.com/images/M/MV5BNjgwNDVkNDQtNGExNy00ZTdmLWExMGItMmNiOTkwMTQ2MTMzXkEyXkFqcGdeQXVyMTUwMzM5ODkz._V1_UX67_CR0,0,67,98_AL_.jpg",97754.0,Young Rock,Young Rock,en,['US'],20.516,7.0,211.0,2021-02-16,False,/y7ta5bQKCPR0c4mKfFoGxFOejp.jpg,"As Dwayne Johnson runs for president in 2032, he takes a comedic look back at his extraordinary life through the outrageous stories of his family and youth that shaped him into the man he is today. He explores his childhood years living amid influential wrestling icons while his dad rose to fame in the business, his rebellious teenage years attending high school in Pennsylvania, and his football years teamed up with powerhouse players at the University of Miami. In his telling, Johnson explains that while his experiences have been larger than life, he remains a down-to-earth guy who still relates to the American people.",A comedy about a little kid who dreamed big.,Comedy,NBC,autobiographical,0
My Mad Fat Diary,/title/tt2407574/,(2013–2015),"Set in the mid-90s at the height of Cool Britannia, a drama based on real diaries takes an honest look at teenage life through the eyes of funny, music-mad Rae",TV-MA,"Comedy, Drama, Romance",8.4,18152,"https://m.media-amazon.com/images/M/MV5BNWMyNzEzZjItZWZiMy00MzQ2LWExZjItNDRmZTE0MjEyMGVjXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_UX67_CR0,0,67,98_AL_.jpg",60616.0,My Mad Fat Diary,My Mad Fat Diary,en,['GB'],15.699,8.119,79.0,2013-01-14,False,/bN53l8O2KNcX7ciZNd1EQsj2Tj7.jpg,"Set in 1996 in Lincolnshire, the show tells the tragic and humorous story of a very troubled young girl Rae, who has just left a psychiatric hospital, where she has spent four months after attempting suicide, begins to reconnect with her best friend Chloe and her group, who are unaware of Rae's mental health and body image problems, believing she was in France for the past four months.",,"Comedy, Drama",E4,"northern england, overweight, dark comedy, psychiatric hospital, retro, group of friends, unlikely lovers, body image, teen drama, mental disorders, 1990s",0
Alfred Hitchcock Presents,/title/tt0047708/,(1955–1962),"Series of unrelated short stories covering elements of crime, horror, drama, and comedy about people of different backgrounds committing murders, suicides, thefts, and other sorts of crime caused by certain motivations, perceived or not.",TV-14,"Comedy, Crime, Drama",8.5,18053,"https://m.media-amazon.com/images/M/MV5BOWQ1OGI0ZTItOTNkYi00NWFhLWE3ZWYtODVmMjkzMmM1NDYwXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR1,0,67,98_AL_.jpg",5273.0,Alfred Hitchcock Presents,Alfred Hitchcock Presents,en,['US'],38.105,7.855,169.0,1955-10-02,False,/ko0h8oz2bC1NWnhcuMnvNVDpfJj.jpg,"A television anthology series hosted by Alfred Hitchcock featuring dramas, thrillers, and mysteries.",,"Mystery, Drama, Crime","NBC, CBS","anthology, horror anthology",0
